id,12m_call_history,acq_method,ann_prm_amt,bi_limit_group,channel,digital_contact_ind,geo_group,has_prior_carrier,home_lot_sq_footage,household_group,household_policy_counts,newest_veh_age,pay_type_code,pol_edeliv_ind,prdct_sbtyp_grp,product_sbtyp,telematics_ind,tenure_at_snapshot,trm_len_mo,call_counts
38639,1,method1,3240.93,SPGrp4,Retail,0,suburban,1,132608,2autodwelling,2,88,type3,0,A,type3,1,98,6,0
38640,1,method3,4887.11,NonAuto,Others,1,suburban,0,46153,1dwelling,1,-20,type1,1,B,type1,-2,2,12,14
38641,3,method1,993.71,NonAuto,Others,1,urban,1,32501,1dwelling,1,-20,type2,1,A,type2,-2,31,12,111
38642,0,missing,191.38,SPGrp3,Retail,0,rural,0,66908,2autodwelling,2,93,type1,0,A,type1,0,158,6,0
38643,0,method1,2241.23,NonAuto,Others,1,suburban,1,101571,1dwelling,1,-20,type2,1,B,type2,-2,22,12,5
38644,3,method3,1832.18,NonAuto,Others,0,suburban,1,128504,1dwelling,1,-20,type3,0,C,type3,-2,7,12,0
38645,2,missing,435.41,NonAuto,Others,0,rural,0,34302,1dwelling,1,-20,type2,1,A,type2,-2,5,12,0
38646,0,method4,595.59,NonAuto,Others,0,rural,1,43464,1dwelling,1,-20,type1,1,C,type1,-2,0,12,33
38647,1,method2,1020.51,SPGrp3,Retail,1,urban,1,12441,2autodwelling,2,35,type1,1,C,type1,0,153,6,14
38648,0,method4,3826.24,SPGrp1Miss,Retail,0,urban,1,82941,2autodwelling,2,45,type2,0,C,type2,1,187,6,2
38649,1,missing,1741.99,NonAuto,Others,0,urban,0,80816,1dwelling,1,-20,type1,0,A,type1,-2,41,12,0
38650,2,method4,1840.53,NonAuto,Others,0,urban,1,71463,1dwelling,1,-20,type2,0,A,type2,-2,101,12,7
38651,1,method1,592.92,NonAuto,Retail,1,suburban,0,50173,1dwelling,1,-20,type1,1,C,type1,-2,1,12,0
38652,4,method1,300,NonAuto,Others,0,suburban,0,20548,1dwelling,1,-20,type2,0,B,type2,-2,135,12,89
38653,1,missing,1470.11,NonAuto,Others,0,suburban,0,80982,1dwelling,1,-20,type1,0,B,type1,-2,50,12,45
38654,2,method1,978.26,NonAuto,Retail,0,urban,1,85425,1dwelling,1,-20,type1,1,C,type1,-2,2,12,43
38655,4,method4,1929.23,NonAuto,Others,1,rural,1,75716,1dwelling,1,-20,type1,1,B,type1,-2,62,12,72
38656,1,method3,159.66,SPGrp4,Retail,0,suburban,1,14046,2autodwelling,2,90,type3,0,A,type3,0,159,6,85
38657,19,missing,296.06,SPGrp1Miss,Retail,0,rural,0,70333,2autodwelling,2,53,type3,0,C,type3,0,178,6,0
38658,4,method1,271.46,NonAuto,Retail,1,urban,0,66594,1dwelling,1,-20,type1,1,A,type1,-2,9,12,45
38659,1,method1,2691.72,NonAuto,Others,1,suburban,1,24030,1dwelling,1,-20,type1,1,B,type1,-2,18,12,0
38660,0,method2,1236.37,CSLGrp3,Retail,1,suburban,1,87486,2autodwelling,2,40,type1,1,C,type1,0,20,6,0
38661,3,method1,951.16,NonAuto,Retail,1,urban,1,37870,1dwelling,1,-20,type3,0,B,type3,-2,13,12,43
38662,0,method2,871.86,NonAuto,Retail,0,urban,1,44722,3other,4,-20,type3,1,A,type3,-2,4,12,52
38663,3,missing,530.8,NonAuto,Retail,0,suburban,0,17225,1dwelling,1,-20,type2,0,A,type2,-2,283,12,9
38664,0,missing,2197.98,NonAuto,Others,0,urban,0,21253,1dwelling,1,-20,type1,1,A,type1,-2,27,12,51
38665,0,method2,513.17,NonAuto,Retail,1,suburban,0,127979,3other,4,-20,type2,1,C,type2,-2,100,12,0
38666,6,method4,146.29,NonAuto,Retail,1,urban,1,105450,1dwelling,1,-20,type1,1,B,type1,-2,109,12,149
38667,1,method1,320.33,NonAuto,Others,0,urban,0,83595,1dwelling,1,-20,type1,1,B,type1,-2,8,12,0
38668,2,method4,1715.77,NonAuto,Retail,0,suburban,0,136241,1dwelling,1,-20,type2,0,C,type2,-2,183,12,52
38669,0,method4,804.65,NonAuto,Others,1,rural,0,146460,1dwelling,1,-20,type1,1,C,type1,-2,20,12,44
38670,5,missing,560.54,NonAuto,Retail,1,suburban,0,3247,1dwelling,1,-20,type2,1,A,type2,-2,3,12,0
38671,1,method4,627.73,NonAuto,Retail,1,urban,1,27006,1dwelling,1,-20,type1,1,B,type1,-2,11,12,39
38672,4,method3,1522.54,NonAuto,Others,0,urban,1,85309,1dwelling,1,-20,type1,0,C,type1,-2,1,12,31
38673,1,method2,353.84,SPGrp4,Retail,0,rural,0,140839,2autodwelling,1,85,type1,1,B,type1,1,11,6,59
38674,0,method1,761.25,NonAuto,Others,0,rural,1,66786,1dwelling,1,-20,type2,0,A,type2,-2,237,12,10
38675,0,missing,1420.54,NonAuto,Others,1,urban,0,130895,1dwelling,1,-20,type1,1,A,type1,-2,43,12,0
38676,1,method1,1742.7,NonAuto,Retail,1,suburban,1,9400,1dwelling,1,-20,type3,0,B,type3,-2,143,12,0
38677,1,method4,586.33,CSLGrp1,Retail,0,suburban,1,21640,2autodwelling,3,73,type2,1,C,type2,1,277,6,4
38678,0,missing,132.26,NonAuto,Retail,0,urban,0,30988,1dwelling,1,-20,type1,0,B,type1,-2,11,12,17
38679,1,method3,2110.94,CSLGrp2,Retail,1,suburban,0,146363,2autodwelling,2,90,type1,0,B,type1,1,136,6,35
38680,3,method2,2506.42,NonAuto,Others,0,rural,0,41356,1dwelling,1,-20,type2,1,B,type2,-2,338,12,0
38681,0,method2,446.71,NonAuto,Others,0,urban,0,23143,1dwelling,1,-20,type1,0,B,type1,-2,156,12,0
38682,3,method3,1457.85,NonAuto,Retail,0,suburban,1,147809,1dwelling,1,-20,type2,0,C,type2,-2,217,12,80
38683,0,method2,683.54,CSLGrp3,Retail,0,urban,1,142113,2autodwelling,1,96,type1,0,A,type1,0,196,6,0
38684,2,missing,266.24,SPGrp1Miss,Retail,0,rural,1,108857,2autodwelling,2,30,type1,1,A,type1,-1,13,6,33
38685,2,missing,1105.1,NonAuto,Others,0,suburban,0,71839,1dwelling,1,-20,type1,0,C,type1,-2,234,12,0
38686,0,method2,1509.07,NonAuto,Retail,1,suburban,0,115784,3other,4,-20,type1,1,B,type1,-2,32,12,39
38687,1,missing,3531.58,NonAuto,Retail,0,rural,1,122367,3other,3,-20,type1,0,B,type1,-2,45,12,58
38688,0,method4,1914.69,NonAuto,Retail,0,rural,1,126136,1dwelling,1,-20,type1,0,A,type1,-2,42,12,21
38689,1,method2,911.22,NonAuto,Retail,0,rural,0,68783,1dwelling,1,-20,type1,0,A,type1,-2,69,12,43
38690,4,method2,271.68,NonAuto,Others,1,suburban,0,67349,1dwelling,1,-20,type2,1,A,type2,-2,73,12,0
38691,0,method2,73.94,CSLGrp2,Retail,1,suburban,1,32105,2autodwelling,2,11,type3,0,B,type3,1,349,6,95
38692,5,method1,626.75,CSLGrp1,Retail,0,suburban,1,89125,2autodwelling,2,37,type1,1,A,type1,1,73,6,14
38693,1,method1,1023.17,NonAuto,Others,0,suburban,0,83633,1dwelling,1,-20,type1,-1,A,type1,-2,121,12,45
38694,0,method3,482.46,NonAuto,Retail,0,urban,0,136482,1dwelling,1,-20,type1,1,B,type1,-2,61,12,0
38695,2,method4,1448.91,SPGrp4,Retail,0,suburban,1,46465,2autodwelling,2,21,type1,0,A,type1,0,211,6,0
38696,3,method2,434.14,NonAuto,Retail,0,suburban,0,120816,1dwelling,1,-20,type1,0,A,type1,-2,22,12,0
38697,2,method4,788.3,SPGrp4,Retail,1,rural,1,89922,2autodwelling,2,83,type1,1,C,type1,-1,296,6,0
38698,0,method4,175.84,NonAuto,Others,1,suburban,1,78310,1dwelling,1,-20,type1,1,C,type1,-2,0,12,32
38699,0,method1,267.58,SPGrp4,Retail,0,urban,0,101689,2autodwelling,2,94,type1,0,B,type1,-1,385,6,0
38700,4,method2,1254.18,NonAuto,Retail,1,rural,1,118776,1dwelling,1,-20,type1,0,C,type1,-2,96,12,17
38701,0,missing,1008.81,NonAuto,Others,0,suburban,1,21220,1dwelling,1,-20,type2,1,B,type2,-2,19,12,0
38702,2,method1,5231.29,NonAuto,Others,0,suburban,1,101577,1dwelling,1,-20,type1,0,A,type1,-2,21,12,0
38703,1,method4,193.65,NonAuto,Others,1,rural,0,88988,1dwelling,1,-20,type1,1,B,type1,-2,6,12,38
38704,4,missing,1554.71,SPGrp4,Retail,0,urban,0,133333,2autodwelling,2,35,type1,0,C,type1,0,78,6,0
38705,4,method3,1707.62,NonAuto,Others,0,urban,0,29398,1dwelling,1,-20,type1,1,A,type1,-2,54,12,96
38706,3,missing,8747.92,NonAuto,Others,1,suburban,1,135082,1dwelling,1,-20,type1,1,B,type1,-2,3,12,0
38707,1,method4,2593.54,NonAuto,Others,1,urban,0,29373,1dwelling,1,-20,type1,0,A,type1,-2,79,12,30
38708,1,method1,2432.84,NonAuto,Others,0,rural,0,136298,1dwelling,1,-20,type2,0,B,type2,-2,238,12,0
38709,2,method4,3463.84,CSLGrp3,Retail,1,suburban,0,43268,2autodwelling,2,53,type3,1,C,type3,-1,40,6,50
38710,2,method1,229.21,NonAuto,Others,0,rural,0,113109,1dwelling,1,-20,type2,0,B,type2,-2,32,12,0
38711,1,method4,3064.25,CSLGrp3,Retail,0,urban,1,51612,2autodwelling,1,8,type1,0,C,type1,-1,305,6,52
38712,0,method4,854.78,SPGrp2,Retail,1,suburban,0,107251,2autodwelling,2,45,type1,0,C,type1,-1,257,6,0
38713,2,method4,1080.34,NonAuto,Retail,0,suburban,0,123674,1dwelling,1,-20,type3,0,C,type3,-2,189,12,33
38714,1,missing,292.51,NonAuto,Retail,0,urban,0,61905,1dwelling,2,-20,type2,0,C,type2,-2,206,12,80
38715,2,method4,611.92,NonAuto,Retail,1,rural,1,41028,1dwelling,1,-20,type1,1,A,type1,-2,125,12,115
38716,0,method2,508.57,SPGrp2,Retail,0,suburban,1,129609,2autodwelling,2,8,type2,0,C,type2,0,290,6,0
38717,1,method1,169.63,SPGrp3,Retail,1,rural,1,61961,2autodwelling,2,25,type1,1,B,type1,0,14,6,0
38718,1,method4,579.42,NonAuto,Retail,1,suburban,0,74100,1dwelling,1,-20,type1,1,C,type1,-2,14,12,0
38719,0,method4,3470.52,NonAuto,Retail,0,suburban,0,55825,1dwelling,1,-20,type1,1,B,type1,-2,9,12,0
38720,1,missing,675.4,NonAuto,Retail,0,suburban,1,5166,1dwelling,1,-20,type1,0,B,type1,-2,64,12,22
38721,4,method4,194.04,NonAuto,Others,0,rural,0,144303,1dwelling,1,-20,type1,1,A,type1,-2,0,12,0
38722,0,method3,476.55,NonAuto,Others,1,urban,0,148506,1dwelling,1,-20,type2,0,B,type2,-2,168,12,0
38723,5,method4,684.06,CSLGrp3,Retail,0,suburban,1,45727,2autodwelling,2,50,type2,0,C,type2,0,115,6,0
38724,1,missing,1966.1,SPGrp2,Retail,0,urban,0,61053,2autodwelling,2,28,type1,0,B,type1,-1,88,6,0
38725,0,method2,2504.62,NonAuto,Others,0,urban,0,40768,1dwelling,1,-20,type1,0,B,type1,-2,124,12,48
38726,1,method1,379.92,NonAuto,Others,0,urban,0,76552,1dwelling,1,-20,type1,0,A,type1,-2,113,12,29
38727,0,missing,1387.12,SPGrp1Miss,Retail,0,suburban,1,29789,2autodwelling,2,61,type1,1,B,type1,1,10,6,0
38728,0,method4,3032.43,CSLGrp3,Retail,0,rural,0,111121,2autodwelling,2,96,type2,0,A,type2,1,37,6,0
38729,2,method4,312.22,NonAuto,Retail,0,urban,1,30064,1dwelling,1,-20,type1,0,B,type1,-2,137,12,0
38730,4,missing,1630.32,CSLGrp2,Retail,0,urban,0,108708,2autodwelling,2,68,type1,0,A,type1,0,99,6,68
38731,1,missing,120.59,SPGrp3,Retail,0,rural,0,109314,2autodwelling,2,8,type2,0,C,type2,0,105,6,0
38732,0,missing,909.03,NonAuto,Others,1,suburban,0,53949,1dwelling,1,-20,type1,1,C,type1,-2,3,12,0
38733,0,method2,319.45,NonAuto,Others,0,rural,1,89288,1dwelling,1,-20,type1,0,C,type1,-2,159,12,0
38734,2,method4,2344.03,NonAuto,Retail,1,suburban,0,52338,1dwelling,1,-20,type1,1,C,type1,-2,282,6,54
38735,0,method2,263.16,NonAuto,Others,1,rural,0,58113,1dwelling,1,-20,type1,0,A,type1,-2,97,12,44
38736,3,method1,789.13,NonAuto,Others,1,urban,0,41087,1dwelling,1,-20,type1,0,B,type1,-2,59,12,58
38737,1,method2,2436.85,CSLGrp1,Retail,0,urban,1,88747,2autodwelling,1,1,type1,0,A,type1,0,96,6,0
38738,0,method4,183.85,CSLGrp3,Retail,1,rural,0,79234,2autodwelling,2,49,type1,1,C,type1,1,23,6,0
38739,5,method3,449.74,NonAuto,Others,1,suburban,0,81182,1dwelling,1,-20,type1,1,B,type1,-2,88,12,58
38740,1,method3,1711.2,NonAuto,Retail,1,urban,0,147023,1dwelling,1,-20,type1,0,B,type1,-2,94,12,47
38741,7,method1,863.55,NonAuto,Others,0,rural,1,122260,1dwelling,1,-20,type3,1,A,type3,-2,16,12,48
38742,11,method2,574.77,NonAuto,Retail,1,suburban,1,44236,1dwelling,1,-20,type1,1,B,type1,-2,6,12,65
38743,10,missing,4299.91,NonAuto,Retail,0,suburban,1,127466,1dwelling,1,-20,type3,1,A,type3,-2,22,12,63
38744,0,method1,596.01,NonAuto,Others,0,urban,0,5698,1dwelling,1,-20,type3,0,A,type3,-2,208,12,8
38745,3,method4,1407.32,NonAuto,Retail,1,rural,0,68071,3other,4,-20,type3,1,A,type3,-2,67,12,58
38746,0,method3,938.49,NonAuto,Retail,0,suburban,1,24473,1dwelling,1,-20,type2,0,A,type2,-2,98,12,0
38747,7,method3,377.07,SPGrp3,Retail,0,urban,0,125079,2autodwelling,2,15,type2,0,B,type2,0,396,6,36
38748,10,missing,1348.2,NonAuto,Others,0,suburban,0,2752,1dwelling,1,-20,type1,0,A,type1,-2,149,12,41
38749,3,missing,1015.34,NonAuto,Retail,1,suburban,1,66248,1dwelling,1,-20,type1,1,B,type1,-2,0,12,23
38750,4,method1,159.48,NonAuto,Others,0,urban,1,114362,1dwelling,1,-20,type3,1,C,type3,-2,1,12,19
38751,2,method2,172.7,NonAuto,Retail,1,suburban,0,138484,1dwelling,1,-20,type1,1,B,type1,-2,10,12,0
38752,2,missing,432.77,CSLGrp1,Retail,0,suburban,1,19900,2autodwelling,2,31,type2,0,B,type2,0,249,6,0
38753,0,method2,3938.72,NonAuto,Others,1,suburban,0,131287,1dwelling,1,-20,type1,1,C,type1,-2,2,12,124
38754,1,method4,2695.5,NonAuto,Others,0,urban,0,20936,1dwelling,1,-20,type1,0,C,type1,-2,172,12,0
38755,4,missing,362.79,NonAuto,Others,1,rural,1,118494,1dwelling,1,-20,type1,1,C,type1,-2,13,12,60
38756,1,missing,197.99,SPGrp3,Retail,1,rural,0,14248,2autodwelling,2,96,type1,0,B,type1,0,266,6,0
38757,1,missing,1329.07,SPGrp3,Retail,1,suburban,1,23324,2autodwelling,2,26,type1,1,C,type1,-1,13,6,0
38758,5,method2,1887.5,NonAuto,Retail,1,urban,1,23831,1dwelling,1,-20,type1,1,A,type1,-2,13,12,79
38759,4,method1,186.99,NonAuto,Others,0,urban,1,111695,1dwelling,1,-20,type2,1,A,type2,-2,39,12,17
38760,1,method2,142.41,NonAuto,Others,0,suburban,1,28826,1dwelling,1,-20,type2,1,C,type2,-2,7,12,71
38761,3,missing,913.63,NonAuto,Others,1,urban,1,105698,1dwelling,1,-20,type1,1,C,type1,-2,0,12,0
38762,1,missing,384.95,NonAuto,Others,1,rural,0,47759,1dwelling,1,-20,type1,1,C,type1,-2,15,12,0
38763,5,method1,3315.74,NonAuto,Others,0,suburban,1,42021,1dwelling,1,-20,type1,0,C,type1,-2,153,12,33
38764,1,method4,170.19,NonAuto,Others,1,suburban,1,31561,1dwelling,1,-20,type1,1,A,type1,-2,0,12,16
38765,2,method1,1862.59,SPGrp3,Retail,1,suburban,1,56546,2autodwelling,2,74,type2,0,A,type2,-1,171,6,68
38766,0,missing,285.9,NonAuto,Others,1,urban,0,51519,1dwelling,1,-20,type1,1,B,type1,-2,0,12,40
38767,1,method2,596.13,SPGrp3,Retail,0,suburban,0,14126,2autodwelling,2,55,type1,1,C,type1,0,63,6,0
38768,32,method2,261.8,NonAuto,Others,1,rural,0,69398,1dwelling,1,-20,type1,1,A,type1,-2,0,12,106
38769,1,method2,405.62,NonAuto,Others,0,suburban,1,48432,1dwelling,1,-20,type1,0,C,type1,-2,33,12,82
38770,1,missing,232.28,CSLGrp1,Retail,0,urban,0,117133,2autodwelling,2,51,type1,0,A,type1,0,88,6,0
38771,9,method3,645.56,NonAuto,Retail,0,urban,1,133183,1dwelling,1,-20,type1,0,B,type1,-2,110,6,57
38772,1,method2,747.18,CSLGrp1,Retail,0,urban,1,129278,2autodwelling,2,23,type1,0,B,type1,-1,40,6,0
38773,1,method1,2192.19,SPGrp4,Retail,0,rural,0,12680,2autodwelling,2,47,type1,1,C,type1,0,10,6,40
38774,3,method1,260.24,NonAuto,Retail,0,rural,0,112341,1dwelling,1,-20,type1,0,B,type1,-2,6,12,47
38775,6,method4,404.77,CSLGrp2,Retail,0,suburban,1,9370,2autodwelling,2,38,type1,0,C,type1,-1,123,6,88
38776,2,method2,527.05,NonAuto,Retail,1,urban,0,105173,3other,3,-20,type2,1,C,type2,-2,111,12,101
38777,0,missing,523.29,SPGrp1Miss,Retail,1,suburban,0,78320,2autodwelling,2,8,type2,0,A,type2,0,86,6,24
38778,3,missing,390.9,CSLGrp2,Retail,0,rural,0,62969,3autodwellingumb,3,39,type2,0,C,type2,1,248,6,17
38779,1,method1,337.22,NonAuto,Retail,0,suburban,0,97530,1dwelling,1,-20,type1,0,B,type1,-2,211,12,0
38780,10,method3,963.12,NonAuto,Others,0,urban,0,11619,1dwelling,1,-20,type1,0,B,type1,-2,137,12,0
38781,7,method1,944.17,NonAuto,Others,1,rural,1,51060,1dwelling,1,-20,type2,0,B,type2,-2,44,12,54
38782,3,method4,484.07,NonAuto,Others,1,urban,1,7079,1dwelling,1,-20,type1,1,A,type1,-2,2,12,0
38783,2,method3,285.94,CSLGrp1,Retail,0,urban,1,77287,2autodwelling,2,26,type3,0,A,type3,-1,28,6,12
38784,0,method2,643.05,SPGrp3,Retail,0,rural,1,79383,2autodwelling,2,2,type1,1,A,type1,0,5,6,0
38785,1,method4,77.12,SPGrp1Miss,Retail,0,rural,1,8790,3autodwellingumb,3,8,type2,0,A,type2,1,137,6,13
38786,4,method2,48.85,NonAuto,Retail,0,suburban,1,147681,1dwelling,1,-20,type2,0,B,type2,-2,142,12,64
38787,0,missing,5273.89,SPGrp3,Retail,0,suburban,0,142066,2autodwelling,2,66,type1,0,C,type1,1,14,6,0
38788,0,method4,850.04,NonAuto,Others,1,urban,0,139511,1dwelling,1,-20,type1,1,B,type1,-2,72,12,70
38789,4,method3,969.7,NonAuto,Retail,0,suburban,1,26159,1dwelling,1,-20,type1,0,B,type1,-2,238,12,0
38790,2,method4,253.38,CSLGrp3,Retail,0,urban,1,10889,2autodwelling,2,8,type2,0,B,type2,0,258,6,0
38791,0,method4,174.96,NonAuto,Others,1,rural,1,93929,1dwelling,1,-20,type1,1,A,type1,-2,1,12,0
38792,0,method4,2004.7,NonAuto,Retail,0,suburban,1,23049,1dwelling,1,-20,type1,1,B,type1,-2,1,12,0
38793,24,method3,1280.11,SPGrp1Miss,Retail,1,urban,1,145475,2autodwelling,1,73,type1,1,B,type1,0,1,6,0
38794,2,missing,605.71,NonAuto,Retail,0,urban,0,12344,1dwelling,1,-20,type2,0,C,type2,-2,226,12,108
38795,1,method1,233.99,NonAuto,Retail,0,urban,0,123052,1dwelling,1,-20,type1,0,C,type1,-2,145,12,0
38796,3,method1,132.41,NonAuto,Retail,1,rural,0,64671,1dwelling,1,-20,type1,1,A,type1,-2,4,12,71
38797,1,missing,1436.31,NonAuto,Others,1,suburban,0,127282,1dwelling,1,-20,type1,1,C,type1,-2,0,12,0
38798,0,method2,296.44,NonAuto,Others,0,urban,1,78344,1dwelling,1,-20,type1,1,A,type1,-2,6,12,0
38799,1,method3,1432.86,SPGrp3,Retail,0,suburban,0,140805,2autodwelling,2,44,type3,0,A,type3,1,38,6,20
38800,0,method4,767.71,NonAuto,Others,0,suburban,0,115529,1dwelling,1,-20,type2,1,A,type2,-2,8,12,62
38801,6,method3,931.79,SPGrp2,Retail,0,rural,1,99403,2autodwelling,2,8,type1,0,B,type1,-1,156,6,2
38802,0,method4,1537.51,NonAuto,Others,0,urban,0,88453,3other,6,-20,type2,1,A,type2,-2,144,12,0
38803,14,method2,309.61,NonAuto,Others,1,urban,0,87432,1dwelling,1,-20,type1,1,C,type1,-2,1,12,68
38804,0,method2,4522.13,SPGrp1Miss,Retail,0,urban,0,137139,3autodwellingumb,3,54,type2,0,C,type2,-1,174,6,0
38805,2,method3,2071.91,CSLGrp1,Retail,0,urban,0,109724,2autodwelling,2,53,type1,0,A,type1,1,38,6,0
38806,4,missing,1704.37,NonAuto,Retail,1,urban,1,41563,1dwelling,1,-20,type2,1,B,type2,-2,140,12,16
38807,1,method4,89.2,NonAuto,Others,1,rural,1,142479,1dwelling,1,-20,type1,1,C,type1,-2,3,12,0
38808,3,method2,108.04,NonAuto,Others,0,rural,0,34297,1dwelling,1,-20,type1,1,C,type1,-2,3,12,60
38809,0,method4,510.71,SPGrp3,Retail,1,urban,1,7757,2autodwelling,2,7,type1,1,B,type1,1,38,6,0
38810,0,missing,393.69,SPGrp1Miss,Retail,0,suburban,1,92879,2autodwelling,3,8,type2,0,B,type2,1,442,6,2
38811,7,method4,885.27,NonAuto,Others,0,suburban,1,53603,1dwelling,1,-20,type1,1,B,type1,-2,49,12,0
38812,1,method1,452.52,NonAuto,Others,0,rural,1,11369,1dwelling,1,-20,type1,0,C,type1,-2,55,12,0
38813,3,missing,229,CSLGrp1,Retail,1,urban,0,126895,2autodwelling,2,81,type2,0,B,type2,1,289,6,0
38814,1,method3,221.39,SPGrp1Miss,Retail,1,rural,1,30587,2autodwelling,1,38,type1,1,B,type1,0,334,6,26
38815,1,method3,937.1,NonAuto,Others,1,rural,1,84537,1dwelling,1,-20,type3,1,C,type3,-2,0,12,0
38816,0,method3,224.36,NonAuto,Others,0,suburban,0,139272,1dwelling,1,-20,type1,0,B,type1,-2,187,12,0
38817,3,missing,472.68,NonAuto,Retail,0,suburban,1,102556,1dwelling,2,-20,type2,0,B,type2,-2,164,12,3
38818,2,missing,227.6,NonAuto,Retail,1,urban,1,35255,3other,3,-20,type1,1,B,type1,-2,102,12,0
38819,2,method2,1283.27,NonAuto,Others,1,urban,1,64681,1dwelling,1,-20,type1,0,B,type1,-2,100,12,0
38820,0,missing,512.19,NonAuto,Retail,0,rural,1,71435,3other,3,-20,type2,0,A,type2,-2,180,12,0
38821,1,method2,397.3,NonAuto,Retail,0,rural,0,111979,1dwelling,1,-20,type1,0,B,type1,-2,147,12,0
38822,0,method2,243.05,NonAuto,Retail,0,urban,1,15574,1dwelling,1,-20,type1,1,C,type1,-2,1,12,0
38823,0,method4,259.62,NonAuto,Others,0,rural,0,28100,1dwelling,1,-20,type2,0,B,type2,-2,37,12,0
38824,2,method1,693.3,NonAuto,Others,1,urban,1,48835,1dwelling,1,-20,type1,1,A,type1,-2,106,12,5
38825,1,method3,360.09,CSLGrp1,Retail,0,rural,1,70008,2autodwelling,2,33,type3,0,C,type3,-1,80,6,32
38826,0,method3,177.33,SPGrp4,Retail,1,urban,0,120789,2autodwelling,2,8,type1,1,A,type1,-1,0,6,26
38827,4,method1,445.08,NonAuto,Retail,0,urban,1,149911,1dwelling,1,-20,type2,0,C,type2,-2,159,12,0
38828,1,method1,6466.92,NonAuto,Others,0,urban,0,140969,1dwelling,1,-20,type1,1,A,type1,-2,1,12,0
38829,2,missing,1089.39,SPGrp4,Retail,0,rural,1,141021,2autodwelling,2,82,type2,-2,A,type2,1,109,6,0
38830,1,method2,507.34,NonAuto,Retail,1,suburban,0,94457,1dwelling,1,-20,type1,0,A,type1,-2,15,12,44
38831,1,missing,395.36,CSLGrp1,Retail,1,rural,0,46519,2autodwelling,2,86,type1,0,C,type1,0,26,6,132
38832,0,missing,2516.48,SPGrp3,Retail,0,rural,1,59865,2autodwelling,2,8,type1,0,C,type1,1,95,6,0
38833,1,method4,306.35,NonAuto,Others,1,suburban,1,16651,1dwelling,1,-20,type3,1,B,type3,-2,14,12,0
38834,16,missing,145.7,CSLGrp3,Retail,1,rural,1,11401,2autodwelling,2,44,type2,0,A,type2,1,165,6,56
38835,0,missing,1827.43,NonAuto,Retail,0,urban,0,9661,1dwelling,1,-20,type1,0,B,type1,-2,69,12,0
38836,0,method2,328.6,NonAuto,Others,1,rural,1,94316,3other,5,-20,type3,1,C,type3,-2,4,12,34
38837,9,method4,386.48,NonAuto,Retail,0,urban,0,35271,3other,3,-20,type1,0,B,type1,-2,137,12,152
38838,0,method2,1764.51,NonAuto,Retail,0,urban,0,200,3other,3,-20,type3,0,A,type3,-2,309,12,18
38839,5,method2,1790.74,CSLGrp3,Retail,0,rural,1,125742,2autodwelling,2,79,type3,0,A,type3,0,20,6,112
38840,0,method4,2186.93,NonAuto,Others,0,suburban,1,74426,1dwelling,1,-20,type1,1,B,type1,-2,0,12,0
38841,1,method2,789.77,CSLGrp3,Retail,0,rural,0,94190,2autodwelling,2,10,type3,1,B,type3,1,61,6,0
38842,3,missing,1445.43,NonAuto,Others,1,rural,1,65439,1dwelling,1,-20,type1,1,A,type1,-2,160,12,0
38843,2,missing,1357.79,NonAuto,Others,0,rural,0,17766,1dwelling,1,-20,type2,0,A,type2,-2,147,12,0
38844,0,method3,627.15,NonAuto,Others,0,urban,1,32224,1dwelling,1,-20,type2,0,A,type2,-2,60,12,0
38845,1,method1,253.82,SPGrp3,Retail,0,urban,0,57094,2autodwelling,2,42,type2,0,C,type2,0,137,6,20
38846,0,method2,620.79,NonAuto,Others,0,suburban,0,85705,1dwelling,1,-20,type1,1,B,type1,-2,0,12,101
38847,0,missing,935.13,SPGrp2,Retail,1,urban,0,14986,2autodwelling,2,79,type2,1,C,type2,1,22,6,0
38848,3,missing,383.87,NonAuto,Others,0,urban,0,141674,1dwelling,1,-20,type1,1,C,type1,-2,0,12,0
38849,3,method2,186.31,NonAuto,Others,0,suburban,1,13753,1dwelling,1,-20,type1,0,A,type1,-2,129,12,12
38850,2,missing,1041.18,NonAuto,Others,1,suburban,0,127754,1dwelling,1,-20,type1,1,B,type1,-2,6,12,0
38851,0,method1,5884.86,NonAuto,Retail,0,rural,0,9539,1dwelling,1,-20,type1,0,C,type1,-2,136,12,72
38852,20,method4,904.67,CSLGrp1,Retail,0,suburban,1,148387,2autodwelling,2,8,type1,0,B,type1,-1,79,6,12
38853,1,method2,116.53,SPGrp2,Retail,0,suburban,1,64710,2autodwelling,2,95,type1,0,B,type1,1,112,6,10
38854,4,method2,558.98,NonAuto,Others,1,rural,0,128488,1dwelling,1,-20,type1,1,B,type1,-2,1,12,62
38855,1,method4,472.66,NonAuto,Others,0,urban,0,38539,1dwelling,1,-20,type1,1,A,type1,-2,18,12,0
38856,6,method1,1679.44,NonAuto,Others,0,suburban,0,109963,1dwelling,1,-20,type1,1,A,type1,-2,8,12,0
38857,5,missing,529.27,NonAuto,Others,0,urban,0,41388,1dwelling,1,-20,type1,1,A,type1,-2,2,12,1
38858,5,method4,584.7,NonAuto,Others,0,rural,1,57719,1dwelling,1,-20,type2,1,B,type2,-2,16,12,3
38859,3,method4,292.56,NonAuto,Others,0,suburban,1,149839,1dwelling,1,-20,type1,0,B,type1,-2,60,12,104
